description,monthly_installment,list_price,model,milleage,gear_type,location
2025 BMW i4 eDrive35 M Sport Coupe - 0.0 Good Condition Ac...,"RM 3,057 / month","RM 235,800",,10 - 15K KM,Automatic,"Negeri Sembilan , Seremban",,,,,,
2021 BMW X1 2.0 sDrive20i M Sport SUV - MSPORT MEMORY SEAT...,"RM 1,141 / month","RM 87,999",BMW X1,125 - 130K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2019 Proton X70 1.8 Premium SUV,RM 692 / month,"RM 53,400",Proton X70,75 - 80K KM,Automatic,"Perak , Lumut",,,,,,
2022 Perodua Ativa 1.0 AV SUV - ADVANCE TURBO (A) 68K MILE...,RM 633 / month,"RM 48,800",,65 - 70K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2017 Perodua AXIA 1.0 G Hatchback - (GREAT CONDITION),RM 322 / month,"RM 24,800",Perodua AXIA,95 - 100K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2021 Perodua Ativa 1.0 H SUV - (EXCELLENT CONDITION),RM 678 / month,"RM 52,300",,95 - 100K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2020 Perodua Myvi 1.5 AV Hatchback - (EXCELLENT CONDITION)...,RM 568 / month,"RM 43,800",Perodua Myvi,55 - 60K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2017 Perodua Bezza 1.3 X Premium Sedan - (EXCELLENT CONDIT...,RM 381 / month,"RM 29,400",Perodua Bezza,120 - 125K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2020 Perodua Aruz 1.5 AV SUV,RM 713 / month,"RM 55,000",Perodua Aruz,120 - 125K KM,Automatic,"Sarawak , Kuching",,,,,,
2021 Perodua Myvi 1.3 G Hatchback - (EXCELLENT CONDITION) ...,RM 493 / month,"RM 38,000",Perodua Myvi,40 - 45K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2020 Toyota Hilux 2.8 Rogue Dual Cab Pickup,"RM 1,374 / month","RM 106,000",Toyota Hilux,120 - 125K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2020 Perodua Myvi 1.5 AV Hatchback - (EXCELLENT CONDITION)...,RM 563 / month,"RM 43,400",Perodua Myvi,85 - 90K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
"2018 Toyota Vellfire 2.5 ZG MPV - (A)GOLDEN EYES ,ONE OWNE...","RM 1,761 / month","RM 135,800",Toyota Vellfire,80 - 85K KM,Automatic,"Selangor , Kajang",,,,,,
2017 Mercedes-Benz E200 2.0 AMG Line Coupe - (EXCELLENT CO...,"RM 2,072 / month","RM 159,800",Mercedes-Benz E200,60 - 65K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2019 BMW 530e 2.0 M Sport Sedan - (A) 1 YEAR PREMIUM WARRA...,"RM 1,423 / month","RM 109,800",BMW 530e,20 - 25K KM,Automatic,"Penang , Bukit Mertajam",,,,,,
2018 Proton Saga 1.3 Executive Sedan - BUDGET KING RM312 M...,RM 303 / month,"RM 23,400",Proton Saga,95 - 100K KM,Automatic,"Johor , Skudai",,,,,,
2022 Honda City 1.5 V Sensing Hatchback - (A) FULL SERVICE...,RM 892 / month,"RM 68,800",Honda City,60 - 65K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
"2019 Honda HR-V 1.8 E SUV - (A) E,ONE OWNER,FREE 3 YEATR W...",RM 685 / month,"RM 52,800",Honda HR-V,90 - 95K KM,Automatic,"Selangor , Kajang",,,,,,
"2017 BMW X5 2.0 xDrive40e M Sport SUV - ,1OWNER,FREE 3 YEA...",RM 892 / month,"RM 68,800",BMW X5,65 - 70K KM,Automatic,"Selangor , Kajang",,,,,,
"2021 MINI Countryman 2.0 Cooper S SUV - (A) ,1OWNER,FULL S...","RM 1,761 / month","RM 135,800",MINI Countryman,110 - 115K KM,Automatic,"Selangor , Kajang",,,,,,
"2012 Toyota Camry 2.0 E Sedan - ()A E,1OWNER,NEW PAINT,TIP...",RM 373 / month,"RM 28,800",Toyota Camry,160 - 165K KM,Automatic,"Selangor , Kajang",,,,,,
"2022 Perodua Ativa 1.0 X SUV - (A) X,1OWNER,U WARRANTY ,OR...",RM 594 / month,"RM 45,800",,55 - 60K KM,Automatic,"Selangor , Kajang",,,,,,
"2013 BMW 528i 2.0 M Sport Sedan - ,Car KING,LOW MILEAGE ,S...",RM 594 / month,"RM 45,800",BMW 528i,75 - 80K KM,Automatic,"Selangor , Kajang",,,,,,
"2018 Toyota Innova 2.0 X MPV - (A)ONE OWNER,LOW MILEAGE,FR...",RM 905 / month,"RM 69,800",Toyota Innova,80 - 85K KM,Automatic,"Selangor , Kajang",,,,,,
2013 Toyota Prius C 1.5 Hybrid Hatchback - (A) 78K LOW MIL...,RM 218 / month,"RM 16,800",Toyota Prius C,75 - 80K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2017 Perodua Bezza 1.3 X Premium Sedan,RM 386 / month,"RM 29,800",Perodua Bezza,45 - 50K KM,Automatic,"Perak , Seri Manjong",,,,,,
2023 Volkswagen Arteon 2.0 R-Line 4MOTION IQ.Drive Sedan  ...,"RM 2,370 / month","RM 182,800",,0 - 5K KM,Automatic,"Johor , Johor Bahru",,,,,,
2021/2023 Toyota Harrier 2.0 Z SUV,"RM 2,033 / month","RM 156,800",Toyota Harrier,65 - 70K KM,Automatic,"Johor , Johor Bahru",,,,,,
2022 BMW 630i 2.0 GT M Sport Hatchback - Sime Darby Pre Ow...,"RM 2,852 / month","RM 220,000",BMW 630i,45 - 50K KM,Automatic,"Selangor , Subang Jaya",,,,,,
2023 Proton Iriz 1.6 Executive Hatchback,RM 491 / month,"RM 37,900",Proton Iriz,25 - 30K KM,Automatic,"Perak , Kampung Gajah",,,,,,
2018 Mazda CX-3 2.0 SKYACTIV-G GVC SUV - GOOD CONDITION   ...,RM 893 / month,"RM 68,900",Mazda CX-3,80 - 85K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2017 Perodua Bezza 1.3 X Premium Sedan - GOOD VALUE,RM 381 / month,"RM 29,400",Perodua Bezza,120 - 125K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2018 Perodua Myvi 1.5 H Hatchback,RM 480 / month,"RM 37,000",Perodua Myvi,90 - 95K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2019 Toyota Sienta 1.5 V MPV - KCAR -P START-2 POWER DOOR-...,RM 674 / month,"RM 51,999",Toyota Sienta,100 - 105K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2017 Mazda CX-5 2.5 SKYACTIV-G GLS (Metallic) SUV - SKYACT...,RM 739 / month,"RM 56,999",Mazda CX-5,115 - 120K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2015 BMW 320i 2.0 M Sport Sedan - P START-L SEAT-P SEAT- i...,RM 570 / month,"RM 43,999",BMW 320i,95 - 100K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2019 Volvo XC40 2.0 T5 R-Design SUV,"RM 1,151 / month","RM 88,800",,70 - 75K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2019 Proton Persona 1.6 Premium Sedan,RM 388 / month,"RM 29,900",Proton Persona,45 - 50K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2022 Isuzu D-Max 1.9 Auto Plus Dual Cab Pickup,"RM 1,159 / month","RM 89,400",Isuzu D-Max,50 - 55K KM,Automatic,"Sarawak , Kuching",,,,,,
"2024 BYD Seal Premium Sedan - 0.0 - Demo Car, Limited Unit...","RM 1,815 / month","RM 140,000",,0 - 5K KM,Automatic,"Penang , Bukit Mertajam",,,,,,
2015 Toyota Vios 1.5 G Sedan - SIAP TUKAR NAMA CONVERT THA...,RM 516 / month,"RM 39,800",Toyota Vios,110 - 115K KM,Automatic,"Johor , Johor Bahru",,,,,,
2011 Honda Accord 2.0 VTi-L Sedan - GREAT DEAL SIDE MIRRIO...,RM 281 / month,"RM 21,700",Honda Accord,140 - 145K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2012 Perodua Alza 1.5 EZi MPV - GREAT DEAL BIG OLD GERAN L...,RM 283 / month,"RM 21,800",Perodua Alza,100 - 105K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2014 Perodua Alza 1.5 Advance MPV,RM 401 / month,"RM 30,900",Perodua Alza,90 - 95K KM,Automatic,"Perak , Sitiawan",,,,,,
2018 Perodua Alza 1.5 EZ MPV,RM 478 / month,"RM 36,900",Perodua Alza,150 - 155K KM,Automatic,"Perak , Selekoh",,,,,,
2016 Perodua AXIA 1.0 G Hatchback,RM 296 / month,"RM 22,800",Perodua AXIA,80 - 85K KM,Automatic,"Perak , Sitiawan",,,,,,
2017 Mazda CX-5 2.0 SKYACTIV-G GL (Metallic) SUV - ( Price...,RM 661 / month,"RM 51,000",Mazda CX-5,175 - 180K KM,Automatic,"Kuala Lumpur , Sri Petaling",,,,,,
2022 Honda Civic 1.5 V Sedan,"RM 1,373 / month","RM 105,900",Honda Civic,40 - 45K KM,Automatic,"Johor , Johor Bahru",,,,,,
2020 Toyota Alphard 2.5 G S C Package MPV - SC Tip Top Con...,"RM 2,282 / month","RM 176,000",Toyota Alphard,100 - 105K KM,Automatic,"Selangor , Petaling Jaya",,,,,,
2024 Toyota Land Cruiser 3.3 J300 ZX SUV,"RM 5,678 / month","RM 438,000",Toyota Land Cruiser,40 - 45K KM,Automatic,"Negeri Sembilan , Seremban",,,,,,
2018 Nissan Serena 2.0 S-Hybrid High-Way Star MPV,RM 804 / month,"RM 62,000",Nissan Serena,130 - 135K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2022 Proton X70 1.5 Executive SUV - NO PROCESSING FEES,RM 765 / month,"RM 58,999",Proton X70,145 - 150K KM,Automatic,"Johor , Pasir Gudang",,,,,,
2022 Perodua Myvi 1.3 G Hatchback,RM 467 / month,"RM 35,999",Perodua Myvi,5 - 10K KM,Automatic,"Johor , Johor Bahru",,,,,,
2016 Perodua Alza 1.5 EZ MPV,RM 389 / month,"RM 29,999",Perodua Alza,100 - 105K KM,Automatic,"Johor , Johor Bahru",,,,,,
2019 Perodua Alza 1.5 EZ MPV,RM 506 / month,"RM 38,999",Perodua Alza,80 - 85K KM,Automatic,"Johor , Pasir Gudang",,,,,,
2020 Honda HR-V 1.8 RS SUV,RM 952 / month,"RM 73,399",Honda HR-V,35 - 40K KM,Automatic,"Johor , Johor Bahru",,,,,,
2022 Honda City 1.5 S Sedan,RM 718 / month,"RM 55,399",Honda City,65 - 70K KM,Automatic,"Johor , Masai",,,,,,
2018 Perodua Bezza 1.3 X Premium Sedan,RM 407 / month,"RM 31,400",Perodua Bezza,119083 KM,Automatic,"Penang , Bayan Lepas",,,,,,
2017 Lexus RX 200t 2.0 Premium SUV - Spec (CBU Malaysia) 1...,"RM 1,748 / month","RM 134,800",Lexus RX 200t,110 - 115K KM,Automatic,"Selangor , Batu Caves",,,,,,
2020 Perodua Myvi 1.5 H Hatchback,RM 451 / month,"RM 34,800",Perodua Myvi,95 - 100K KM,Automatic,"Johor , Johor Bahru",,,,,,
2013/2016 Toyota Estima 2.4 Aeras MPV - 43K KM MILEAGE,RM 905 / month,"RM 69,800",Toyota Estima,40 - 45K KM,Automatic,"Johor , Johor Bahru",,,,,,
2010 Perodua Alza 1.5 EZi MPV,RM 244 / month,"RM 18,800",Perodua Alza,140 - 145K KM,Automatic,"Johor , Johor Bahru",,,,,,
2019 Toyota Camry 2.5 V Sedan - MODELISTA BODYKIT,"RM 1,411 / month","RM 108,800",Toyota Camry,70 - 75K KM,Automatic,"Johor , Johor Bahru",,,,,,
2014 Porsche Macan 3.0 S SUV - V6,"RM 1,631 / month","RM 125,800",Porsche Macan,90 - 95K KM,Automatic,"Johor , Johor Bahru",,,,,,
2014/2018 Toyota Vellfire 2.4 Z Golden Eyes MPV,"RM 1,060 / month","RM 81,800",Toyota Vellfire,90 - 95K KM,Automatic,"Johor , Johor Bahru",,,,,,
2020 Mercedes-Benz GLC300 2.0 4MATIC AMG Line SUV,"RM 2,227 / month","RM 171,800",Mercedes-Benz GLC300,55 - 60K KM,Automatic,"Johor , Johor Bahru",,,,,,
2019 Mercedes-Benz A200 1.3 Progressive Line Sedan - BREMB...,"RM 1,644 / month","RM 126,800",Mercedes-Benz A200,65 - 70K KM,Automatic,"Johor , Johor Bahru",,,,,,
2018 BMW 530i 2.0 M Sport Sedan,"RM 1,605 / month","RM 123,800",BMW 530i,80 - 85K KM,Automatic,"Johor , Johor Bahru",,,,,,
2015/2016 Mercedes-Benz E250 2.0 AMG Sport Package Sedan  ...,RM 905 / month,"RM 69,800",Mercedes-Benz E250,80 - 85K KM,Automatic,"Johor , Johor Bahru",,,,,,
2017 Honda HR-V 1.8 V SUV,RM 607 / month,"RM 46,800",Honda HR-V,70 - 75K KM,Automatic,"Johor , Johor Bahru",,,,,,
2017 Honda HR-V 1.8 V SUV - 48k Low Mileage,RM 633 / month,"RM 48,800",Honda HR-V,45 - 50K KM,Automatic,"Johor , Johor Bahru",,,,,,
2018 Honda Civic 1.5 TC-P Sedan - ROBOTECH BODYKIT,"RM 1,035 / month","RM 79,800",Honda Civic,70 - 75K KM,Automatic,"Johor , Johor Bahru",,,,,,
2018 Mercedes-Benz C300 2.0 AMG Line Sedan,"RM 1,683 / month","RM 129,800",Mercedes-Benz C300,80 - 85K KM,Automatic,"Johor , Johor Bahru",,,,,,
2020 Perodua Bezza 1.3 X Sedan,RM 464 / month,"RM 35,800",Perodua Bezza,55 - 60K KM,Automatic,"Kuala Lumpur , Chan Sow Lin",,,,,,
2021 Toyota Hiace 2.5 Panel Van Van - LOW ROOF WINDOW (M) ...,"RM 1,368 / month","RM 105,500",Toyota Hiace,45 - 50K KM,Manual,"Kuala Lumpur , Setapak",,,,,,
2019 Perodua Bezza 1.3 X Premium Sedan,RM 452 / month,"RM 34,900",Perodua Bezza,110 - 115K KM,Automatic,"Perak , Ayer Tawar",,,,,,
,,,,,, ,,,,,,
,,,,,, ,,,,,,
2022 Isuzu D-Max 1.9 Single Cab Pickup - 2.5 (M) GUARANTEE...,RM 892 / month,"RM 68,800",Isuzu D-Max,45 - 50K KM,Manual,"Kuala Lumpur , Setapak",,,,,,
2009 Honda Civic 1.8 S Sedan,RM 310 / month,"RM 23,875",Honda Civic,90 - 95K KM,Automatic,"Johor , Johor Bahru",,,,,,
2017/2018 Mitsubishi Triton 2.5 Quest Dual Cab 4X2 Pickup ...,RM 529 / month,"RM 40,800",Mitsubishi Triton,90 - 95K KM,Manual,"Kuala Lumpur , Setapak",,,,,,
2017 Mitsubishi Triton 2.5 Quest Dual Cab 4X2 Pickup - Que...,RM 516 / month,"RM 39,800",Mitsubishi Triton,85 - 90K KM,Manual,"Kuala Lumpur , Setapak",,,,,,
2017/2018 Mitsubishi Triton 2.4 VGT Adventure Dual Cab 4X4...,RM 720 / month,"RM 55,500",Mitsubishi Triton,90 - 95K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2012 Perodua Alza 1.5 EZi MPV,RM 245 / month,"RM 18,875",Perodua Alza,90 - 95K KM,Automatic,"Johor , Johor Bahru",,,,,,
2024 Mitsubishi Triton 2.4 VGT Phantom Dual Cab 4X4 Pickup...,"RM 1,108 / month","RM 85,500",Mitsubishi Triton,30 - 35K KM,Manual,"Kuala Lumpur , Setapak",,,,,,
2022 Mitsubishi Xpander 1.5 MPV,RM 902 / month,"RM 69,600",,70192 KM,Automatic,"Kuala Lumpur , Setiawangsa",,,,,,
2016 Nissan X-Trail 2.0 SUV,RM 517 / month,"RM 39,900",Nissan X-Trail,94781 KM,Automatic,"Perak , Ipoh",,,,,,
2020 Ford Ranger 2.2 XLT High Rider Dual Cab Pickup - XLT ...,RM 720 / month,"RM 55,500",Ford Ranger,55 - 60K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2019 Perodua AXIA 1.0 Advance Hatchback,RM 402 / month,"RM 31,000",Perodua AXIA,80 - 85K KM,Automatic,"Perak , Lumut",,,,,,
2018 Perodua Myvi 1.3 X Hatchback,RM 446 / month,"RM 34,400",Perodua Myvi,107592 KM,Automatic,"Pahang , Kuantan",,,,,,
2019 Perodua Alza 1.5 SE MPV,RM 582 / month,"RM 44,900",Perodua Alza,44068 KM,Automatic,"Pahang , Kuantan",,,,,,
2020 Perodua Aruz 1.5 AV SUV,RM 679 / month,"RM 52,400",Perodua Aruz,113150 KM,Automatic,"Pahang , Kuantan",,,,,,
2012 Audi S5 3.0 Quattro TFSI Coupe,RM 908 / month,"RM 70,000",Audi S5,105 - 110K KM,Automatic,"Kuala Lumpur , Mont Kiara",,,,,,
2022 Proton Saga 1.3 Premium Sedan,RM 432 / month,"RM 33,300",Proton Saga,54026 KM,Automatic,"Pahang , Kuantan",,,,,,
2022 Volvo XC60 2.0 Recharge T8 Ultimate PHEV SUV,"RM 2,204 / month","RM 170,000",Volvo XC60,55 - 60K KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2021 Toyota Hilux 2.8 Rogue Dual Cab Pickup - Truck,"RM 1,496 / month","RM 115,400",Toyota Hilux,53311 KM,Automatic,"Pahang , Kuantan",,,,,,
2018 Honda Civic 1.5 TC Sedan,RM 935 / month,"RM 72,100",Honda Civic,123200 KM,Automatic,"Pahang , Kuantan",,,,,,
2017 Toyota Hilux 2.4 Limited G Dual Cab Pickup - 2.5 4X4 ...,RM 849 / month,"RM 65,500",Toyota Hilux,80 - 85K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2021 Toyota Hilux 2.4 Single Cab Pickup - 4X4 (M) GUARANTE...,RM 979 / month,"RM 75,500",Toyota Hilux,35 - 40K KM,Manual,"Kuala Lumpur , Setapak",,,,,,
2020 Toyota Hilux 2.4 G Dual Cab Pickup - 4x4 G-SPEC (A) G...,"RM 1,009 / month","RM 77,800",Toyota Hilux,40 - 45K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2020 Toyota Vios 1.5 E Sedan,RM 731 / month,"RM 56,400",Toyota Vios,82089 KM,Automatic,"Penang , Bayan Lepas",,,,,,
2018 Toyota Vios 1.5 E Sedan,RM 633 / month,"RM 48,800",Toyota Vios,131082 KM,Automatic,"Penang , Bayan Lepas",,,,,,
2024 JAECOO J7 1.6 SUV - AWD ( FREE SERVICE AND UNDER WARR...,"RM 1,436 / month","RM 110,800",,15 - 20K KM,Automatic,"Selangor , Batu Caves",,,,,,
2019 Mercedes-Benz A200 1.3 Progressive Line Hatchback - O...,"RM 1,398 / month","RM 107,800",Mercedes-Benz A200,65 - 70K KM,Automatic,"Kuala Lumpur , Kepong",,,,,,
2022 Porsche Macan 2.9 S SUV - 3.0 (A) 5 YEARS WARRANTY 5 ...,"RM 4,911 / month","RM 378,800",Porsche Macan,20 - 25K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2023 Proton X70 1.5 Executive SUV - FULL SPEC POWER BOOT L...,RM 750 / month,"RM 57,888",Proton X70,40 - 45K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2021 Honda City 1.5 V Sensing Sedan - UNDER WARRANTY BY 5 ...,RM 738 / month,"RM 56,888",Honda City,35 - 40K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2022 Proton X50 1.5 Premium SUV - UNDER WARRANTY BY GENUIN...,RM 738 / month,"RM 56,888",,35 - 40K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2023 Honda Civic 1.5 RS Sedan - CONVERTED FL5 UNDER WARRAN...,"RM 1,464 / month","RM 112,888",Honda Civic,30 - 35K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2018 Honda Accord 2.0 VTi-L Sedan - COME WITH WARRANTY POW...,RM 686 / month,"RM 52,888",Honda Accord,70 - 75K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2023 Honda Civic 1.5 E Sedan - UNDER WARRANTY BY WARRANTY ...,"RM 1,165 / month","RM 89,888",Honda Civic,40 - 45K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2019 Toyota Vios 1.5 G Sedan - GX TWO TONE LEATHER COME WI...,RM 556 / month,"RM 42,888",Toyota Vios,55 - 60K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2022 BMW X1 1.5 sDrive18i SUV - UNDER WARRANTY BY GENUINE ...,"RM 1,088 / month","RM 83,888",BMW X1,45 - 50K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2017 Perodua Alza 1.5 SE MPV - COME WITH WARRANTY GENUINE ...,RM 362 / month,"RM 27,888",Perodua Alza,85 - 90K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2018 Nissan Serena 2.0 S-Hybrid High-Way Star MPV - High-W...,RM 556 / month,"RM 42,888",Nissan Serena,70 - 75K KM,Automatic,"Kuala Lumpur , Cheras",,,,,,
2019/2021 Porsche Cayenne 3.0 Coupe - Used V6,"RM 4,745 / month","RM 365,999",Porsche Cayenne,75 - 80K KM,Automatic,"Penang , Juru",,,,,,
2023 Toyota Vios 1.5 G Sedan - GENUINE 15K KM MILEAGE WITH...,RM 906 / month,"RM 69,888",Toyota Vios,10 - 15K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2014 Toyota Alphard 2.4 MPV - PILOT LEATHER SEAT FULL SPEC...,RM 997 / month,"RM 76,888",Toyota Alphard,75 - 80K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2022 Volkswagen Tiguan 2.0 Allspace R-Line 4MOTION SUV - U...,"RM 1,425 / month","RM 109,888",Volkswagen Tiguan,40 - 45K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2023 Perodua Alza 1.5 AV MPV - GENUINE 12K KM MILEAGE ONLY...,RM 802 / month,"RM 61,888",Perodua Alza,5 - 10K KM,Automatic,"Selangor , Seri Kembangan",,,,,,
2019 Porsche Cayenne 3.0 SUV - (A) HIGH SPEC 5 YEARS WARRA...,"RM 4,220 / month","RM 325,500",Porsche Cayenne,30 - 35K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2017/2018 Jaguar XE 2.0 Prestige Sedan - I4P (A) 5 YEARS W...,"RM 1,151 / month","RM 88,800",Jaguar XE,45 - 50K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2021 Land Rover Range Rover Velar 2.0 P250 R-Dynamic SUV -...,"RM 2,794 / month","RM 215,500",Land Rover Range Rover Velar,50 - 55K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2019 Perodua Aruz 1.5 AV SUV,RM 635 / month,"RM 49,000",Perodua Aruz,115 - 120K KM,Automatic,"Perak , Seri Manjong",,,,,,
2020 Toyota Vellfire 2.5 ZG MPV - Golden Eyes (A) 5 YEARS ...,"RM 1,929 / month","RM 148,800",Toyota Vellfire,45 - 50K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2016 Toyota Vellfire 2.5 ZG MPV - 2.4 EDITION (A) 5 YEARS ...,"RM 1,134 / month","RM 87,500",Toyota Vellfire,80 - 85K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2015/2018 Toyota Vellfire 2.4 Z MPV - GOLDEN EYES (A) 5 YE...,"RM 1,108 / month","RM 85,500",Toyota Vellfire,125 - 130K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2012 Toyota Vellfire 2.4 ZG MPV - (A) GUARANTEE No Acciden...,RM 849 / month,"RM 65,500",Toyota Vellfire,145 - 150K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
,,,,,, ,,,,,,
,,,,,, ,,,,,,
2019 Mercedes-Benz AMG C43 3.0 4MATIC Sedan - (A) 5 YEARS ...,"RM 1,757 / month","RM 135,500",Mercedes-Benz AMG C43,55 - 60K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2021 BMW X6 3.0 xDrive40i M Sport SUV - 5 YEARS WARRANTY 5...,"RM 4,473 / month","RM 345,000",BMW X6,35 - 40K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2020/2021 BMW M5 4.4 Sedan - (A) CBU 5 YEARS WARRANTY TILL...,"RM 6,337 / month","RM 488,800",,45 - 50K KM,Automatic,"Kuala Lumpur , Setapak",,,,,,
2014 Toyota Vios 1.5 G Sedan,RM 425 / month,"RM 32,800",Toyota Vios,175 - 180K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2012 Perodua Myvi 1.5 SE Hatchback,RM 293 / month,"RM 22,600",Perodua Myvi,215 - 220K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2016 Perodua Bezza 1.3 X Premium Sedan,RM 349 / month,"RM 26,900",Perodua Bezza,30 - 35K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2020 Honda BR-V 1.5 V SUV,RM 738 / month,"RM 56,900",Honda BR-V,65 - 70K KM,Automatic,"Kelantan , Kota Bharu",,,,,,
2021 Perodua Ativa 1.0 X SUV,RM 686 / month,"RM 52,900",,78213 KM,Automatic,"Sarawak , Kuching",,,,,,
2018/2019 Proton Saga 1.3 Standard Sedan,RM 248 / month,"RM 19,100",Proton Saga,110 - 115K KM,Automatic,"Perak , Ipoh",,,,,,
2020 Perodua Myvi 1.5 AV Hatchback,RM 568 / month,"RM 43,800",Perodua Myvi,91453 KM,Automatic,"Perak , Sitiawan",,,,,,
2015 Hyundai Veloster 1.6 Turbo Hatchback,RM 515 / month,"RM 39,700",Hyundai Veloster,132343 KM,Automatic,"Selangor , Petaling Jaya",,,,,,
2020 Perodua AXIA 1.0 GXtra Hatchback,RM 401 / month,"RM 30,900",Perodua AXIA,57850 KM,Automatic,"Pahang , Kuantan",,,,,,
2023 Toyota Vios 1.5 G Sedan,RM 926 / month,"RM 71,400",Toyota Vios,31383 KM,Automatic,"Pahang , Temerloh",,,,,,
2022 Proton Saga 1.3 Premium S Sedan,RM 486 / month,"RM 37,500",Proton Saga,52334 KM,Automatic,"Sarawak , Kuching",,,,,,
2022 Perodua Myvi 1.3 G Hatchback,RM 545 / month,"RM 42,000",Perodua Myvi,47515 KM,Automatic,"Sarawak , Kuching",,,,,,
2010 Honda City 1.5 S Sedan,RM 277 / month,"RM 21,400",Honda City,203735 KM,Automatic,"Melaka , Melaka",,,,,,
2018 Toyota Voxy 2.0 ZS Kirameki Edition MPV,"RM 1,462 / month","RM 112,800",,92693 KM,Automatic,"Selangor , Petaling Jaya",,,,,,
2019 Honda HR-V 1.8 V SUV,RM 861 / month,"RM 66,400",Honda HR-V,84222 KM,Automatic,"Selangor , Cheras",,,,,,
2017 Honda HR-V 1.8 E SUV,RM 634 / month,"RM 48,900",Honda HR-V,97229 KM,Automatic,"Selangor , Petaling Jaya",,,,,,
2019 Perodua AXIA 1.0 GXtra Hatchback,RM 373 / month,"RM 28,800",Perodua AXIA,99512 KM,Automatic,"Kuala Lumpur , Setiawangsa",,,,,,
2019 Proton X70 1.8 TGDI Premium SUV,RM 687 / month,"RM 53,000",Proton X70,107760 KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2011 Toyota Vios 1.5 E Sedan,RM 322 / month,"RM 24,800",Toyota Vios,172360 KM,Automatic,"Johor , Skudai",,,,,,
2015 Perodua AXIA 1.0 Advance Hatchback,RM 298 / month,"RM 23,000",Perodua AXIA,151368 KM,Automatic,"Kuala Lumpur , Sungai Besi",,,,,,
2020 Mazda CX-5 2.5 SKYACTIV-G High SUV - (A) 5 YEARS WARR...,"RM 1,108 / month","RM 85,500",Mazda CX-5,40 - 45K KM,Automatic,"Kuala Lumpur , Seputeh",,,,,,
2016 Honda City 1.5 S Sedan,RM 464 / month,"RM 35,800",Honda City,150 - 155K KM,Automatic,"Perak , Ipoh",,,,,,
